Actor,ActorID,Year,Film,Votes,Rating,FilmID
Mariana Klaveno,nm1674570,2020,A Place Among the Dead,138,5.9,tt13060796
Marianne Jean-Baptiste,nm0001399,2020,Fatman,17072,5.9,tt10310140
Marie Avgeropoulos,nm2955595,2020,Jiu Jitsu,5320,2.9,tt9624766
Marilu Henner,nm0000447,2020,The Mimic,111,4.4,tt5704368
Marilyn Manson,nm0001504,2020,The New Mutants,48060,5.3,tt4682266
Marin Hinkle,nm0385792,2020,Before/During/After,253,4.9,tt6393674
Marin Ireland,nm1677477,2020,The Dark and the WickedThe Empty Man,16344,12.0,tt10229558tt5867314
Marina Sirtis,nm0000642,2020,Debt CollectorsUnbelievable!!!!!,3937,11.0,tt10933680tt2180583
Mario Casas,nm1832584,2020,The OccupantThe ParamedicCross the Line,24326,18.0,tt9345754tt11127690tt4359330
Mario Van Peebles,nm0005522,2020,Seized,1282,5.2,tt7221772
Marion Cotillard,nm0182839,2020,Dolittle,50409,5.6,tt6673612
Marisa Coughlan,nm0004846,2020,Infamous,2176,4.1,tt7703924
Marisa Tomei,nm0000673,2020,The King of Staten Island,42901,7.1,tt9686708
Marissa Jaret Winokur,nm0935441,2020,Feel the Beat,8637,6.3,tt10714856
Mark Dacascos,nm0001092,2020,One Night in Bangkok,1509,5.0,tt12192190
Mark Gatiss,nm0309693,2020,The Father,18828,8.3,tt10272386
Mark Ivanir,nm0411980,2020,Kajillionaire,9568,6.5,tt8143990
Mark Lewis Jones,nm0428765,2020,Rebecca,32535,6.0,tt2235695
Mark Margolis,nm0546797,2020,Minyan,237,6.8,tt10268550
Mark McKenna,nm7603308,2020,The Winter Lake,443,4.8,tt9778348
Mark Moses,nm0608601,2020,Modern Persuasion,131,4.7,tt2165922
Mark Rylance,nm0753314,2020,The Trial of the Chicago 7,123084,7.8,tt1070874
Mark Stanley,nm4440305,2020,Sulphur and White,170,5.2,tt7334158
Mark Wahlberg,nm0000242,2020,Spenser ConfidentialScoob!Joe Bell,93248,17.4,tt8629748tt3152592tt4651466
Mark Webber,nm0916406,2020,Clover,244,4.3,tt7801350
Marlon Wayans,nm0005541,2020,On the Rocks,24030,6.5,tt9606374
Marnee Carpenter,nm7050290,2020,Painter,136,4.3,tt7772872
Marnette Patterson,nm0005297,2020,Think Like a Dog,1180,5.1,tt5929654
Marshall Allman,nm1483867,2020,The Wolf of Snow Hollow,11604,6.2,tt11140488
Marta Etura,nm1011070,2020,Offering to the Storm,4880,6.2,tt7304824
Martin Donovan,nm0233027,2020,Tenet,323041,7.5,tt6723592
Martin Freeman,nm0293509,2020,A Christmas Carol,113,5.0,tt9136058
Martin Kove,nm0184392,2020,Max Reload and the Nether BlastersDay 13,675,8.2,tt7424290tt6829368
Martin Lawrence,nm0001454,2020,Bad Boys for Life,134317,6.6,tt1502397
Martin Short,nm0001737,2020,The Willoughbys,13833,6.4,tt5206260
Martyn Ford,nm7455038,2020,The Intergalactic Adventures of Max Cloud,1451,4.8,tt9472532
Marwan Kenzari,nm3092471,2020,The Old Guard,131931,6.6,tt7556122
Mary Birdsong,nm0083487,2020,I Hate the Man in My Basement,241,5.5,tt5174992
Mary Elizabeth Ellis,nm1634944,2020,Godmothered,9613,6.1,tt11681250
Mary Elizabeth Winstead,nm0935541,2020,Birds of Prey,177659,6.1,tt7713068
Mary Holland,nm4364610,2020,Happiest Season,27504,6.6,tt8522006
Mary J. Blige,nm0004763,2020,Trolls World TourBody CamThe Violent Heart,21399,16.6,tt6587640tt8179024tt8310476
Mary Kay Place,nm0005316,2020,The Prom,22923,5.9,tt10161886
Mary Lynn Rajskub,nm0707476,2020,Dinner in America,448,7.4,tt9058654
Mary McCormack,nm0005203,2020,Unpregnant,4998,6.3,tt10556022
Mary Steenburgen,nm0005460,2020,Happiest Season,27504,6.6,tt8522006
Mathieu Kassovitz,nm0440913,2020,Simply Black,1154,6.3,tt10426916
Mathilde Ollivier,nm7230577,2020,Sister of the Groom,228,4.6,tt9222438
Matilda De Angelis,nm7006860,2020,Rose Island,13645,7.0,tt10287954
Matt Berry,nm1546196,2020,The SpongeBob Movie: Sponge on the Run,12272,6.0,tt4823776
Matt Bomer,nm0093589,2020,The Boys in the Band,12057,6.8,tt10199914
Matt Dillon,nm0000369,2020,Capone,16555,4.7,tt6199572
Matt Jones,nm2804503,2020,Wheels of Fortune,532,5.4,tt9735976
Matt King,nm0455057,2020,Dolittle,50409,5.6,tt6673612
Matt Lanter,nm1782667,2020,Chasing the Rain,163,4.3,tt2075078
Matt McCoy,nm0566783,2020,The Swing of Things,1127,2.9,tt6833470
Matt McGorry,nm2791093,2020,Uncorked,4420,6.2,tt9261218
Matt Nable,nm2506835,2020,The Dry,3696,7.3,tt5144174
Matt Passmore,nm1432956,2020,Army of One,1560,4.5,tt7153488
Matt Ryan,nm1790682,2020,Adverse,3018,4.6,tt8597594
Matt Smith,nm1741002,2020,His House,27103,6.5,tt8508734
Matthew Broderick,nm0000111,2020,Lazy Susan,639,5.2,tt8633560
Matthew Glave,nm0322182,2020,The Way BackUncorkedSafety,41586,19.7,tt8544498tt9261218tt10649016
Matthew Goode,nm0328828,2020,Four Kids and ItThe Duke,1177,10.8,tt5556054tt11204094
Matthew Gray Gubler,nm1131557,2020,Horse Girl,15027,5.9,tt11388406
Matthew Lawrence,nm0492932,2020,Money Plane,1683,3.2,tt7286966
Matthew Lewis,nm0507535,2020,Baby Done,554,6.1,tt9894660
Matthew Lillard,nm0000498,2020,"Happy Halloween, Scooby-Doo!",976,6.3,tt12838958
Matthew MacCaull,nm0531468,2020,Welcome to the Circle,222,3.3,tt3918800
Matthew Marsden,nm0550452,2020,Tenet,323041,7.5,tt6723592
Matthew McNulty,nm2439913,2020,Running Naked,147,5.1,tt8502944
Matthew Willig,nm2200632,2020,Birds of Prey,177659,6.1,tt7713068
Matthias Schoenaerts,nm0774386,2020,The Old GuardBrothers by Blood,132686,11.5,tt7556122tt8368294
Matthias Schweighofer,nm0777788,2020,Resistance,4670,6.4,tt6914122
Matty Cardarople,nm1781213,2020,Lazy SusanWheels of Fortune,1171,10.600000000000001,tt8633560tt9735976
Maude Apatow,nm2654829,2020,The King of Staten Island,42901,7.1,tt9686708
Max Casella,nm0143295,2020,The Rhythm Section,13458,5.3,tt7134096
Max Gail,nm0301178,2020,All Together Now,3202,6.5,tt3155342
Max Greenfield,nm0339011,2020,Promising Young WomanCats & Dogs 3: Paws Unite,62537,11.2,tt9620292tt12745164
Max Martini,nm0242882,2020,What the Night Can Do,150,4.4,tt5792124
Max Perlich,nm0001611,2020,Tar,918,4.4,tt4351684
Maxwell Caulfield,nm0001028,2020,Axcellerator,594,4.3,tt6143798
Maxwell Simkins,nm5748413,2020,The Sleepover,8243,5.6,tt10888708
Maya Erskine,nm4224109,2020,Scoob!Have a Good Trip,26576,12.5,tt3152592tt12133722
Maya Hawke,nm1638321,2020,Mainstream,151,5.3,tt9224288
Maya Rudolph,nm0748973,2020,Hubie HalloweenThe Willoughbys,53791,11.600000000000001,tt10682266tt5206260
Maya Stojan,nm3389576,2020,Fatal Affair,4883,4.5,tt11057594
Mayling Ng,nm5941251,2020,Debt Collectors,3184,5.7,tt10933680
Mckenna Grace,nm5085683,2020,Scoob!,20220,5.7,tt3152592
Meadow Williams,nm0816508,2020,A Place Among the Dead,138,5.9,tt13060796
Meagan Good,nm0328709,2020,Monster Hunter,30013,5.3,tt6475714
Medalion Rahimi,nm4279413,2020,She's in Portland,323,5.5,tt7174660
Megan Dodds,nm0230155,2020,The Will,490,6.2,tt11079540
Megan Ferguson,nm2303079,2020,The Broken Hearts Gallery,4364,6.2,tt2140571
Megan Fox,nm1083271,2020,RogueThink Like a Dog,7033,9.0,tt11576124tt5929654
Megan Peta Hill,nm4728788,2020,BroilCats & Dogs 3: Paws Unite,1450,8.4,tt8997712tt12745164
Mehcad Brooks,nm1419635,2020,A Fall from Grace,12590,5.9,tt11390036
Mel Gibson,nm0000154,2020,FatmanForce of Nature,24422,10.4,tt10310140tt10308928
Mel Rodriguez,nm0735440,2020,OnwardThe Last Thing He Wanted,121404,11.7,tt7146812tt7456312
Melanie Griffith,nm0000429,2020,The High Note,7145,6.4,tt9308382
Melanie Scrofano,nm1234276,2020,The Silencing,13857,6.2,tt7149730
Melanie Thierry,nm0858048,2020,Da 5 Bloods,42934,6.5,tt9777644
Melanie Zanetti,nm3148372,2020,Love and MonstersGabriel's Inferno: Part OneGabriel's Inferno: Part TwoGabriel's Inferno: Part Three,39048,26.9,tt2222042tt11316854tt13535454tt13535456
Melika Foroutan,nm0286569,2020,Pari,287,7.1,tt7900106
Melinda Page Hamilton,nm1561547,2020,M.O.M. Mothers of Monsters,838,5.6,tt8186932
Melissa McCarthy,nm0565250,2020,Superintelligence,6078,5.4,tt7178640
Melissa Rauch,nm1851981,2020,Cats & Dogs 3: Paws Unite,581,3.7,tt12745164
Melissa Roxburgh,nm4612692,2020,I Still Believe,8868,6.5,tt9779516
Melissanthi Mahut,nm3562015,2020,Eurovision Song Contest: The Story of Fire Saga,76243,6.5,tt8580274
Melora Walters,nm0001828,2020,The Pale Door,1380,4.3,tt9178402
Melvin Gregg,nm4713584,2020,The Way Back,34394,6.7,tt8544498
Mena Suvari,nm0002546,2020,Don't Tell a SoulWhat Lies Below,4288,10.399999999999999,tt8046498tt9264728
Merab Ninidze,nm0632457,2020,The Courier,1690,7.3,tt8368512
Mercedes Mason,nm1997689,2020,What the Night Can Do,150,4.4,tt5792124
Meredith Hagner,nm2993517,2020,Palm SpringsHorse Girl,108899,13.3,tt9484998tt11388406
Merrin Dungey,nm0242257,2020,Greenland,73545,6.4,tt7737786
Meryl Streep,nm0000658,2020,The PromLet Them All Talk,29926,12.0,tt10161886tt10808832
Method Man,nm0541218,2020,Vampires vs. the BronxConcrete Cowboy,9451,11.7,tt8976576tt8846176
Mhairi Calvey,nm0130860,2020,The Eastern FrontThe Curse of Hobbes House,359,6.7,tt8810394tt9253926
Mia Goth,nm5301405,2020,Emma.,34941,6.7,tt9214832
Mia Maestro,nm0535502,2020,The Binding,2834,4.7,tt10914452
Mia Wasikowska,nm1985859,2020,The Devil All the Time,99133,7.1,tt7395114
Michael Bay,nm0000881,2020,Bad Boys for Life,134317,6.6,tt1502397
Michael Beach,nm0004729,2020,InheritanceSuperintelligence,15541,10.9,tt7923220tt7178640
Michael Biehn,nm0000299,2020,Killer Weekend,135,2.6,tt3165282
Michael Bowen,nm0100889,2020,A Soldier's Revenge,437,3.7,tt9302994
Michael Caine,nm0000323,2020,TenetCome AwayFour Kids and It,326965,18.3,tt6723592tt5714470tt5556054
Michael Cassidy,nm1746980,2020,Breaking Fast,1626,5.4,tt9112712
Michael Chiklis,nm0004821,2020,Hubie HalloweenDeathstroke Knights & Dragons: The Movie,41820,11.600000000000001,tt10682266tt12876132
Michael Copon,nm0178757,2020,Beaus of Holly,133,5.8,tt13484446
Michael Dorman,nm1168915,2020,The Invisible Man,175278,7.1,tt1051906
Michael Dorn,nm0000373,2020,Unbelievable!!!!!,753,5.3,tt2180583
Michael Ealy,nm1013003,2020,FataleaTypical Wednesday,4819,11.3,tt8829830tt9324808
Michael Eklund,nm1002664,2020,The SinnersBright Hill Road,438,8.7,tt7171054tt9893824
Michael Gaston,nm0309461,2020,Spenser Confidential,72796,6.2,tt8629748
Michael Gross,nm0343447,2020,A Ring for Christmas,196,5.1,tt9690756
Michael Harney,nm0363669,2020,The Banker,20824,7.3,tt6285944
Michael Hogan,nm0389581,2020,Sonic the Hedgehog,94677,6.5,tt3794354
Michael Hyatt,nm0404924,2020,Four Good Days,145,6.1,tt10344522
Michael Imperioli,nm0408284,2020,One Night in Miami...,21368,7.2,tt10612922
Michael Keaton,nm0000474,2020,The Trial of the Chicago 7Worth,123314,14.7,tt1070874tt8009744
Michael Kenneth Williams,nm0931324,2020,ArkansasCritical Thinking,10750,12.4,tt9139586tt7870102
Michael Landes,nm0484678,2020,Luxor,385,5.3,tt10039524
Michael Madsen,nm0000514,2020,NishabdhamUnbelievable!!!!!Angels FallenShark Season2 Graves in the Desert,4940,17.7,tt9605894tt2180583tt5759590tt12906784tt5815420
Michael McElhatton,nm0568385,2020,The Winter Lake,443,4.8,tt9778348
Michael Mosley,nm1134612,2020,aTypical Wednesday,150,6.0,tt9324808
Michael O'Neill,nm0642259,2020,The Stand at Paxton County,839,6.4,tt8362228
Michael Pare,nm0001595,2020,The InsurrectionMiddleton Christmas,324,8.3,tt11718728tt10993786
Michael Pena,nm0671567,2020,Fantasy Island,38605,4.9,tt0983946
Michael Pitt,nm0685856,2020,The Last Days of American Crime,9773,3.7,tt1552211
Michael Rooker,nm0740264,2020,Fantasy IslandLove and Monsters,74680,11.9,tt0983946tt2222042
Michael Shannon,nm0788335,2020,The QuarryEcho Boomers,3820,10.7,tt10151054tt4353270
Michael Sheen,nm0790688,2020,Dolittle,50409,5.6,tt6673612
Michael Stuhlbarg,nm0836121,2020,Shirley,8496,6.2,tt8430598
Michael Welch,nm0919616,2020,A Soldier's RevengeA Christmas Hero,611,8.7,tt9302994tt10399114
Michael Weston,nm0922995,2020,Adam,446,6.4,tt1715344
Michael Zegen,nm1652433,2020,The Stand In,1284,4.5,tt7970348
Michaela McManus,nm2288842,2020,The Block Island Sound,4112,5.2,tt8747160
Michaela Watkins,nm1143861,2020,The Way BackBad Therapy,34990,11.0,tt8544498tt8488518
Micheal Richardson,nm6183410,2020,Made in Italy,4641,5.8,tt9207700
Michele Morrone,nm9016108,2020,365 Days,55285,3.2,tt10886166
Michelle Buteau,nm2345104,2020,Happiest SeasonWork ItThe Stand In,38682,17.2,tt8522006tt10276470tt7970348
Michelle Hurd,nm0403335,2020,Bad Hair,2337,5.6,tt4798836
Michelle Krusiec,nm0472891,2020,The Bone Box,153,3.1,tt4626020
Michelle Monaghan,nm1157358,2020,The Craft: Legacy,7742,4.4,tt4685762
Michelle Mylett,nm5572919,2020,The Complex: Lockdown,159,3.8,tt12550060
Michelle Pfeiffer,nm0000201,2020,French Exit,498,6.5,tt10279362
Michelle Rodriguez,nm0735442,2020,She Dies Tomorrow,4650,5.1,tt11614912
Mickey Rourke,nm0000620,2020,AdverseGirlThe Legion,4853,12.5,tt8597594tt9392374tt8318284
Miguel A. Nunez Jr.,nm0639200,2020,The App That Stole Christmas,324,3.4,tt11378154
Miguel Herran,nm5969653,2020,Sky High,967,5.7,tt10978398
Mikael Persbrandt,nm0675409,2020,Eurovision Song Contest: The Story of Fire Saga,76243,6.5,tt8580274
Mikaela Hoover,nm2409479,2020,HolidateGuest House,48807,10.5,tt9866072tt10054316
Mike Colter,nm1591496,2020,Fatale,4669,5.3,tt8829830
Mike Vogel,nm1036181,2020,Fantasy Island,38605,4.9,tt0983946
Mike White,nm0925234,2020,The One and Only Ivan,9201,6.6,tt3661394
Mila Kunis,nm0005109,2020,Four Good Days,145,6.1,tt10344522
Milla Jovovich,nm0000170,2020,Monster Hunter,30013,5.3,tt6475714
Millie Bobby Brown,nm5611121,2020,Enola Holmes,132681,6.6,tt7846844
Mindy Cohn,nm0169934,2020,A Nice Girl Like You,2925,5.2,tt3278540
Mindy Sterling,nm0827565,2020,Faith Based,341,4.9,tt10260692
Ming-Na Wen,nm0001840,2020,MulanPearl,117059,10.2,tt4566758tt12325668
Minka Kelly,nm1310368,2020,She's in Portland,323,5.5,tt7174660
Miranda Hart,nm1635000,2020,Emma.,34941,6.7,tt9214832
Miranda Otto,nm0001584,2020,Downhill,9896,4.9,tt4558376
Miranda Raison,nm0707214,2020,Artemis Fowl,23711,4.2,tt3089630
Miranda Richardson,nm0001669,2020,Rams,1086,6.4,tt8737608
Mircea Monroe,nm1597260,2020,The Opening Act,765,6.1,tt8633748
Miriam Margolyes,nm0546816,2020,Miss Fisher & the Crypt of Tears,3071,6.1,tt9010738
Miriam Shor,nm0794896,2020,The Midnight SkyLost GirlsBefore/During/After,88352,16.6,tt10539608tt3111426tt6393674
Mischa Barton,nm0059215,2020,Spree,5413,5.9,tt11394332
Mitchel Musso,nm1102053,2020,Phineas and Ferb the Movie: Candace Against the Universe,3094,7.2,tt1817232
Mo McRae,nm0594895,2020,The 24th,544,5.8,tt10452854
Moe Dunford,nm3974805,2020,Angela's Christmas WishI AM PATRICKKnuckledust,1344,18.0,tt13260836tt9111316tt9109072
Moises Arias,nm2030779,2020,The King of Staten Island,42901,7.1,tt9686708
Molly Gordon,nm1094137,2020,The Broken Hearts GalleryShiva Baby,5572,13.4,tt2140571tt11317142
Molly Hagan,nm0353243,2020,All My Life,1564,6.2,tt8305852
Molly Parker,nm0662504,2020,Pieces of a WomanWords on Bathroom Walls,36348,14.2,tt11161474tt8045906
Molly Ringwald,nm0000208,2020,The Kissing Booth 2,21771,5.8,tt9784456
Molly Shannon,nm0788340,2020,Promising Young WomanHorse Girl,76983,13.4,tt9620292tt11388406
Molly Sims,nm0801356,2020,The Wrong Missy,33302,5.7,tt9619798
Monica Bellucci,nm0000899,2020,The Man Who Sold His Skin,363,7.2,tt10360862
Morena Baccarin,nm1072555,2020,Greenland,73545,6.4,tt7737786
Morgan Freeman,nm0000151,2020,The Comeback Trail,631,5.7,tt5420210
Morgan Lily,nm2079681,2020,Joe Bell,232,5.5,tt4651466
Murielle Telio,nm4189161,2020,Paydirt,776,4.0,tt11176322
MyAnna Buring,nm1769728,2020,Se upp for Jonssonligan,3191,4.0,tt8880922
Mykelti Williamson,nm0932112,2020,EmperorThe 24th,1331,11.399999999999999,tt8354752tt10452854
Nadia Bjorlin,nm0004294,2020,AloneFaith Based,2109,9.7,tt10192566tt10260692
Nadia Dajani,nm0197453,2020,On the Rocks,24030,6.5,tt9606374
Nana Visitor,nm0000684,2020,Unbelievable!!!!!,753,5.3,tt2180583
Nancy Stafford,nm0821328,2020,First Lady,144,3.4,tt9068272
Nancy Valen,nm0883940,2020,Middleton Christmas,149,5.3,tt10993786
Naomi Grossman,nm1303594,2020,Sky SharksMurder RX,841,7.4,tt3977848tt8540100
Naomi Watts,nm0915208,2020,Penguin Bloom,5424,6.8,tt6317656
Nasim Pedrad,nm1840659,2020,Desperados,8870,5.2,tt1545304
Nat Wolff,nm1822659,2020,MortalBody CamMainstream,10006,16.5,tt5715066tt8179024tt9224288
Natacha Karam,nm8050260,2020,The Old Guard,131931,6.6,tt7556122
Natalia Tena,nm1164730,2020,"Te quiero, imbecilBaby",2890,11.2,tt9359344tt9760852
Natalie Brown,nm0535019,2020,Friends Who Kill,180,4.9,tt10525236
Natalie Eva Marie,nm4921550,2020,Hard Kill,7168,3.3,tt11656172
Natalie Hall,nm2834250,2020,Midnight at the Magnolia,4082,5.8,tt13318052
Natalie Zea,nm0954036,2020,The F**k-It List,4721,5.1,tt8145202
Natasha Leggero,nm1641089,2020,Have a Good Trip,6356,6.8,tt12133722
Natasha Little,nm0514638,2020,The BetGetting to Know You,266,9.6,tt7311770tt8925546
Natasha Lyonne,nm0005169,2020,Irresistible,12514,6.3,tt9076562
Natasia Demetriou,nm5857106,2020,Eurovision Song Contest: The Story of Fire Saga,76243,6.5,tt8580274
Nate Torrence,nm1535594,2020,The Very Excellent Mr. Dundee,1091,4.9,tt8560172
Nathalie Emmanuel,nm2812026,2020,Holly Slept Over,1206,5.5,tt7453044
Nathan Parsons,nm1452155,2020,I Still Believe,8868,6.5,tt9779516
Nathan Stewart-Jarrett,nm2805533,2020,The Argument,479,4.6,tt10307856
Nathaniel Arcand,nm0033505,2020,Monkey Beach,149,6.6,tt8967870
Nathaniel Buzolic,nm1692762,2020,Deep Blue Sea 3,4862,4.7,tt11946300
Naturi Naughton,nm1166613,2020,Emperor,787,5.6,tt8354752
Nayanthara,nm1521381,2020,DarbarMookuthi Amman,8677,12.5,tt9635540tt11311958
Neal McDonough,nm0568180,2020,Sonic the HedgehogMonsters of ManThe Warrant,98494,15.899999999999999,tt3794354tt6456326tt10880084
Ned Dennehy,nm0219329,2020,Come AwayPixie,4497,11.5,tt5714470tt10831086
Nelson Franklin,nm1815689,2020,Have a Good Trip,6356,6.8,tt12133722
Nestor Carbonell,nm0004801,2020,Pearl,132,4.6,tt12325668
Neve Campbell,nm0000117,2020,Clouds,6539,7.5,tt6473066
Neve McIntosh,nm0570679,2020,The Small Hand (Ghost Story),345,4.3,tt10846772
Nia Long,nm0000505,2020,The BankerFatal AffairLife in a Year,30313,17.6,tt6285944tt11057594tt6598238
Nichelle Nichols,nm0629667,2020,Unbelievable!!!!!Star Trek First Frontier,905,10.899999999999999,tt2180583tt9753990
Nicholas Braun,nm1002609,2020,The Big UglyZola,1836,10.8,tt9441638tt5439812
Nicholas Campbell,nm0132757,2020,Books of BloodThe Oak Room,5061,11.0,tt11242218tt10743534
Nicholas Farrell,nm0268297,2020,Dream Horse,158,6.0,tt9883996
Nicholas Galitzine,nm5954280,2020,The Craft: Legacy,7742,4.4,tt4685762
Nicholas Gonzalez,nm0327764,2020,Evil Takes Root,300,4.3,tt7830416
Nicholas Hamilton,nm5640595,2020,Endless,758,4.8,tt5723282
Nicholas Hoult,nm0396558,2020,The Banker,20824,7.3,tt6285944
Nicholas Logan,nm3485972,2020,I Care a LotEmperor,82407,11.899999999999999,tt9893250tt8354752
Nicholas Rowe,nm0746583,2020,Waiting for Anya,976,5.9,tt7095476
Nicholas Turturro,nm0878155,2020,Shooting HeroinAngels FallenEscape: Puzzle of Fear,2675,11.9,tt8332454tt5759590tt6846978
Nick Chinlund,nm0157915,2020,Dinner in America,448,7.4,tt9058654
Nick Moran,nm0602941,2020,Greatland,611,5.0,tt8215480
Nick Robinson,nm3538718,2020,Shadow in the Cloud,13592,4.8,tt9691136
Nick Stahl,nm0001763,2020,Hunter Hunter,4333,6.4,tt2226162
Nick Swardson,nm0841910,2020,The Wrong Missy,33302,5.7,tt9619798
Nicky Whelan,nm1764351,2020,The BingeInstaPsycho,2968,9.8,tt10994688tt9024292
Nicola Correia-Damude,nm1997152,2020,My Spy,23835,6.3,tt8242084
Nicola Peltz,nm2443758,2020,Holidate,47292,6.1,tt9866072
Nicolas Bro,nm0110334,2020,Riders of Justice,2917,8.0,tt11655202
Nicolas Cage,nm0000115,2020,The Croods: A New AgeJiu Jitsu,27334,9.9,tt2850386tt9624766
Nicole Alexandra Shipley,nm4397494,2020,Tar,918,4.4,tt4351684
Nicole Beharie,nm2718512,2020,Miss Juneteenth,1301,6.5,tt11394158
Nicole Byer,nm3355329,2020,Valley GirlBad Hair,4837,11.0,tt1266036tt4798836
Nicole Forester,nm0286171,2020,All the Bright Places,21827,6.5,tt3907584
Nicole Kidman,nm0000173,2020,The Prom,22923,5.9,tt10161886
Nicole Power,nm5404452,2020,The Toll,736,5.2,tt9202550
Nicole Steinwedell,nm1490478,2020,Wander,3157,4.9,tt9689696
Nicole Tompkins,nm4434263,2020,Darkness in Tenement 45,220,4.4,tt6806766
Nicolette Robinson,nm2325775,2020,One Night in Miami...,21368,7.2,tt10612922
Niecy Nash,nm0621788,2020,Uncorked,4420,6.2,tt9261218
Nigel Lindsay,nm0512283,2020,Six Minutes to Midnight,1355,5.7,tt5114840
Nikita Dutta,nm6489927,2020,Maska,1284,5.9,tt11953628
Nikolaj Coster-Waldau,nm0182666,2020,The SilencingKrudttonden,14212,11.8,tt7149730tt7397176
Nikolaj Lie Kaas,nm0509263,2020,Riders of Justice,2917,8.0,tt11655202
Nina Hoss,nm0396125,2020,My Little Sister,641,6.6,tt10117768
Nina Wadia,nm0905564,2020,A Christmas Gift from Bob,1137,6.4,tt9564270
Nnamdi Asomugha,nm3060479,2020,Sylvie's Love,4470,6.8,tt9827834
Noah Centineo,nm3170207,2020,To All the Boys: P.S. I Still Love You,29743,6.0,tt9354842
Noah Robbins,nm4663766,2020,The Trial of the Chicago 7,123084,7.8,tt1070874
Noah Schnapp,nm6907855,2020,Hubie HalloweenWaiting for Anya,40934,11.100000000000001,tt10682266tt7095476
Noel Fisher,nm0279720,2020,Capone,16555,4.7,tt6199572
Noel Gugliemi,nm0346595,2020,The Tax Collector,9744,4.8,tt8461224
Noemi Gonzalez,nm4565874,2020,The Tax Collector,9744,4.8,tt8461224
Noemie Merlant,nm4374524,2020,Jumbo,697,6.1,tt6818118
Nolan North,nm0636046,2020,LEGO DC: Shazam - Magic & Monsters,734,6.3,tt12093878
Nonso Anozie,nm1996829,2020,Artemis FowlDragon Rider,24200,9.7,tt3089630tt7080422
Noomi Rapace,nm0636426,2020,The Secrets We Keep,3286,5.8,tt9252488
Nora Dunn,nm0004887,2020,The Lost Husband,3550,6.0,tt4257940
Nora-Jane Noone,nm1172901,2020,I Hate the Man in My Basement,241,5.5,tt5174992
Noureen DeWulf,nm1715275,2020,Wheels of Fortune,532,5.4,tt9735976
Nushrat Bharucha,nm2410391,2020,ChhalaangJai Mummy Di,16088,10.0,tt8983164tt9817760
Oakes Fegley,nm4625502,2020,The War with Grandpa,13282,5.6,tt4532038
